offensive_language,tweet
5,So yesterday I ran into a dude I went to high school with &amp; he used to be skinny as hell. Now? Omg. Same fucker who slit my tires years ago.
4,Soft niggas usually send the hate threw the bitches
8,Some hoes that tweet just make me mad lol
5,"Some niggahs save hoes, I aint that heroic."
6,Some of these hoes deserve a kick in their vagina.. Lucky i aint tryna loose my shoe!
6,"Someone tell me where the drinks at. Where the bitches at. You fucking on the first night, meet me in the back. #game"
6,Someone tell this bitch to stfu
6,Sone of y'all bitches need morning glory milk baths &#128514;&#128514;&#128514;
6,Spark these bitches interests.
6,"Speaking of '09, that years pussy was phenomenal."
4,Starks being a faggot
4,Stfu kenya! U make me sick. Lonely desperate bitch.
5,Stupid bitch
6,Suck my dick so good I'm like god dam you dirty bitch
6,Swag bitch #gratata http://t.co/aGswEopebp
5,Switcharoo on yo main bitch me and my NIGGGA hell naw we don't date hoes
6,Switcheroo on yo main bitch me and my nigga hell naw we don't date hoes
6,TWITTER IS JUST LIKE REAL LIFE...filled with pussies.
6,Take yo hoe ass to sleep
6,Talk about me behind my back &#128534;I hate that pussy shit.
4,Taught ma lil niggah how to treat a girl
6,"Teacher: ""WHY AM I HEARING TALKING!?"" ... Because you have ears bitch."
6,"Teacher: You had all weekend to do you homework! Me: Uhm, sorry bitch but I have a life.."
5,"Tell them skinny hoes bounce, bring them thick bitches back"
6,That ass got a niggah hypnotized
5,That broad 7 days moe RT @OGFlash: What Earth is this? RT @IamRyanRaw: NIGGA RT @WhoisJayHall: Rihanna prolly the sexiest bitch on Earth
5,That old lassie in greggs is a total bitch man
6,That pussy best be shaved for the holidays!
6,That's a mighty big bitch in the Saran Wrap dress lol.
6,That's my young ho I don't want nuthin old but her bank roll
6,"That's why I keep you here
you ain't like them other hoes"
4,Thats some hoe shit doe
6,"The funny thing is the daughter never got kicked out on her one night stand, I didn't have the courage to tell her, her mom an official hoe"
4,The movie #abouttime a hard ass chick flick. This nigga goes back in time if he but too quick n fucks the bitch over n over lol
6,The world is yours n every bitch in it
5,Them gay dudes stay with the baddest bitches.....no punch line
6,Them shootas is out at ma grandmama house I ain't been around this bitch ina minute .
6,Them taz angel hoes need some furniture
4,Then the Mexican bitch wanna speak some other fuckin language &amp; then give attitude. Can't speak right ass! Tf
5,Then there's this stupid bitch in my class that literally has to ask a question every time the professor says something.
5,There you go acting like a hoe &#128530;
6,There's apparently a wee cunt who's a year younger than me called Sean brown being cheeky about me lol
9,These bitches irri.. irri irri..irri irri
4,These bitches really be out here on backpage hoe-ing &#128557;&#128557;&#128557; watch yo bitch she could be on there !
4,These days bitches be just letting anyone hit raw !!
6,These hoes a fool too http://t.co/VSzbNDU4K0
5,These hoes ain't loyal &#128075;
6,These hoes cant fuck wit you
6,These hoes gettin replaced soon as they start to fuck wit my cheques
6,These hoes is lost RT @Dkellz34: @1Bcarter hahaha how much you wanna bet she don't get the job lmao
5,These hoes really make me laugh lol
4,These niccas want war give me what you got #WeTheLastOnesLeft #UMightNotGetIn #BeerandTacOS http://t.co/xwTa1PUDZU
4,These niggas groupies they act worse than these hoes do
5,"These rednecks around here won't like that shit...put that wall up, they say"
4,"These side bitches will wait til they know u wit ya lady to text u ""hey boo"" bitch gtfoh"
6,"These sons of bitches came into his chruch, threatened to kill him"
6,"They hoes ain't loyal, they rotate!"
5,This Houston traffic ain't no hoe these mf must not work
6,This bitch Gmfu.
6,This bitch has two jobs and is starting school on the 26th. #fuckwhatyouheard
5,This bitch in here putting long lashes on like a 3abde
7,This bitch is nasty
6,This bitch just texted me Baby Baby you miss me
5,This bitch keep looking is she choosing me or nah
6,"This bitch literally just said ""normal people shouldn't work out in this gym because so many body builders workout here"""
5,"This bitch lmao ""Steve Wilkos be goin on mfs &#128553;&#128514;"" https://t.co/AgQwqzwTZX"
8,This bitch look like kurt cobain older bro
6,"This bitch said ""Use my titties as a punchin bag"" 0-/-&lt;"
6,This bitch think she fancy with her old ass C-class get the fuck on
6,This bitch tryna eat peanuts I'm tryna eat steak an shit bitch don't know nothing about grindin
6,This bitches voice &#128567;&#128567;&#128567;
4,This class ghetto as hell
5,This hoe got 10 seconds to get the hell up outta my face before i set that weave on fire..
6,"This is Marco's lotion, and he got mad that I told him that he smells like a bitch http://t.co/e0cnF1nWSI"
4,This nigga next to me trippin balls and all he wants to do is draw naked bitches and complain about how I'm making the room shake
6,This nigga showed me that sad ass dog my girl pit would look at that hoe and say nigga gone
5,This nigga think he gone play me shoot dice let yo hoe fade me
9,This one for dem hipster bitches that shop at value village
6,This shit right here nigguh.. #MantanuskaThunderFuck #SativaDominant http://t.co/tDJUj7q0qj
6,This shit sooooooooooooo trash.
4,Till Michonne gutted dat hoe
4,Today has been a bitch!!! I hit myself in the face with a branch!! I lost like 5 pounds of water weight!! And I'm sunburnt !! Thank you
6,Told my bitch I don't wanna eat I'm money hungry
6,"Took yo bitch and gave her back, my bad."
6,Translation for the slow he out saving hoes 1 by 1 RT @CiscoAllDay: Out here saving lives! &#128557;&#128514;&#128557;&#128514;
4,"Tryna determine if she a bad bitch, but then twitter saves her http://t.co/WNBfuiuU04"
5,Tweakin hoe
5,Tweekin hoe &#128526;&#128175;
6,"Twitter game is on point tonight btw guys, if you haven't caught on you're full retard."
4,Tyler's my bitch. Sorry but I own you.
6,U wanna piss a hoe off when u in the club &amp; she in front U Tryna dance for u do what I'm doing right now Tweet
6,Unemployed niggas get the most bitches #FACTDONTARGUE
6,"Unk just said ""bitches hit the bottle and they pussy start snappin"" lmao"
6,Until you hoes start actually fucking with me then I'll give props but until then you HOES trash &#128078;&#128078;&#128078;&#128129;&#128079;&#128080;&#128522;
6,"Ur no from here, u act sound infront ae me or I'll be an awfy cunt nd break ur fukin phone tae"
9,Walk in the party boot up yo hoe
6,Wallah I'll drop kick this bitch
6,Wallah does this dumb bitch dream about the fucking lottery to wake up this early and play fuck you hoe.
9,Warriors ain't winning shit if Curry keep playin like a bitch
6,Was in kimball gym today boy if they had the carter&amp; kimball it that hoe it would've been stupid
5,Wash up hoe
5,We don't love these hoes
4,We ran thru the bitch you fallin in love with!
6,We use to sneak up on them cats back in wood hollow and ceelo ranch and Toss they ass in the pool lil bitches
6,What now bitch I've got you're girlfriend @owne1235 http://t.co/cydgooP9YZ
6,What that bitch Tryna say
4,What the fuck kind of redneck commercial was that???? #indycar
5,What time jamboree start Thursday. So I ca smile for the ugly hoes. &#128514;&#128128;
7,What up twats? I mean twits... &#128522;
6,"What's this #picslip shit? If your posting a pic. IT'S NOT A SLIP!
Don't flatter yourself. *stupid ass bitches!"
7,When I was in HS we had a dance team and then we had the steppers them hoes was ghetto as shit but they kept the pep rally hyped
6,When a real niggah want you
5,"When bae dodges hoes cause he only want you &#128525;&#128553;

&#128514;&#128514; http://t.co/bLYYoLtP0k"
6,When it start thundering bitches be like I wana cuddle naw bitch you just wana excuse to suck a dick you and MiMi sit tf down in a corner
6,"When u hitting it from the back u gotta call her ""bitch"" they love that but don't u dare call em ""slut"""
6,"When you have everything they want &amp; you're doing everything they can't, bitches are going to talk shit. Don't let them stop your shine"
6,Where a prego bitch when I need one I have no milk an a whole box of cinnamon toast crunch man
6,Where the hoes at ? We looking for the hoes AYEEE
5,Where the hoes at...
6,Where's this bitches parents tho. Go home you thot.
5,Which mean you hoes too STUPID ion want it around me #youhavejustbeenBLOCKED &#128679;
6,Who doesn't want a bad bitch?
4,Who watches wrestling besides little kids and white trash?
5,Whos pussy is it she said richie's
6,Why can't you be humble like your moms and not hoes
4,Why did you release my nudes you cunt...? @sickgirl12345 http://t.co/Nn4OdiZR8l
5,Why do I have the worst BM in the world smh this bitch the devil !
6,Why give a bitch ur heart when she'd rather have a purse. Why give a bitch an inch when she'd rather have 9. These hoes aint loyal #lilwayne
8,Why the wifey type girls single and the hoes being cuffed though?
5,Why would I be mad at a bitch who couldn't pass the 10th grade &#128128; I'll wait
6,Why you fuckin wit a niggah if you aint fuckin wit a real niggah
7,"With no babymama drama , side hoes all that ...just fa me n only me !"
5,"With the bitches @moonsnlullabies, @LaLeaa_, &amp; @DayReeee &#128109;&#128111; &#128139;&#128168; --- @HookahDrive"
6,Work out hoe http://t.co/zOLMGuj5HK
6,"Worst shit ever.... mayo already trash, and to mix that trash shit wit the gawd condiment that is ketchup is ultimate trash"
5,Wow fucken Bradley sucks ass. And his coach said this niggah can play for Barcelona hahahahahaha
9,"Wow my cuzin dont like lil snupe, this niggah trippin"
6,Wow... RT @TayNic So THIS is why big titties were slandered today?!!&#128545; U bitch! RT @Alyricz: Stop the bullshit ... http://t.co/ghWS4TJT
6,Wowwww this bitch is so ratchet holy crap
4,"Xavier a hoe, he never lookin out.."
6,Y'all hoes believe anything though
9,Y'all hoes so ugh
5,"Y'all niggas ain't talking bout nothin.. Not a thang, not a not a thang hoe"
6,Yall Niggahs got me fucked up thinkin ima soft ass Lemme sing a love song to you ass niggah &#9995; .
6,Yeah hoe
4,"Yeah.. They heard I'm fucking nuts, like the swag of a fag"
6,Yo bitch I had fun with that
6,Yo bitch choosin just let her http://t.co/zg6X4gDyRZ
5,Yo bitch choosin just letr
6,Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range
6,Yo pussy overrated
4,You a dike cause yo man a pussy.
6,You a hoe and errbody know
6,"You boil my blood, just how spoilt and how much ae an arrogant bitch you are. If u try to show off I'll flip nd most likely go nuts #ohwell"
5,You can buy a bitch erything in the world I bet she still find something to complain about
6,"You can say I'm just a fool, that stands for nothing. Well, to that, I say you're a cunt http://t.co/UA5gs1jaLF"
6,You can't treat these hoes like ladies
6,You ever have sex with a pharaoh. I put that pussy in a sarcophagus
6,"You girls be 13 talking about ""I hate sleeping alone"" .. Well bitch you better buy a damn teddy bear."
5,"You girls got no job, no college set up to have a better future, then get mad when a nigga leave you cause all you got is pussy"
5,You got niggas and I got bitches
6,You got to be a bad bitch for me trip
5,You hoes ain't got no real friends cause the shit I be seeing boyyyyyyyy&#128563;&#128563;&#128563;&#128563;&#128563; my friends ah burry me 6 ft under oml if I'm ever slipping
6,You hoes steady coming for me &#128514;&#128514;&#128514;
4,You just her friend im the niggah she wanna fuck wit
5,You know you kinda seem like a nasty bitch. &#128129;&#128139;
5,You say you classy and sadity I say bitch you a tease
6,You see me bussing this bitch &#128064;&#128299;&#128584;&#128175;
6,You wanna watch the game she wanna watch #scandal but yo bitch ass didn't buy her another tv so you gotta take da L
6,You was never with me if you let what another bitch say change your actions towards me &#128080;
6,You will never get a &#128141;&#128142; if you don't know how to cook &#127831;&#127830;&#127837;&#127844;&#127835;&#127829; for ya man fr atleast not from a nigga like me. Slackin ass bitches
5,You're a pussy shut up
5,"Your boobs are fake, you're a little bitch, you're not cute, and I want to punch you."
4,ain't trusting no bitch or no nigga... hoe or no sucka
4,aint nuthin retarded bout Gucci but this gold rolex
9,"all these beautiful bitches, sucha beautiful thing"
5,all these hoes sweating and chasing niggas on this show&#128553;
5,aye bitch try this
6,bahaha karma is a bitch
6,bitch I be smokin gas I could start a ferrari!!!
4,"bitch get out cha, bitch get out cha, bitch get out cha feelings.&#128079;&#127926; RT @bitemy_jordans: In my feelings... wtf"
4,"bitch im DEAD!! &#128128;&#128128;&#128584; RT @KingHov1313: Them heauxs gon put balloons in a corner &amp; take pics talkin bout ""We in V.I.P""&#128553;"
4,"bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em"
4,bitch u kno my game tight
8,"bitch whats the plan, yo box irrelevant"
6,"bitches already twerkin on cinegram, this shit may jus be better than instagram"
5,bitches dumb
6,cut that bitch off
5,damn bitch lmao
5,dealing with your bitch ass is so annoying
4,"don't even entertain these hoes, got somebody too important."
9,errybody in dis bitch getting tips (whispers) errybody in dis bitch getting tipsy
4,everybody talking bout hoes fighting I'm lurking on some money&#128181;&#128179;&#128175;
4,fags god damn
4,"first thing to do when you meet a famous star:

sell my hoe"
6,fuck ah bitch all I think about Is commas!!!
6,fuck twitter i aint getting on this bitch no more &#9996;&#65039;&#128545;&#128299;
5,fuck your an bitch
6,"gonna get a tattoo of a teardrop on my dick
cause i murdered that pussy"
5,"got a death wish against like 675 cunts, I'm just no a happy man #fuckittt"
6,gotta clear ya throat of all that pussy eh... RT @johnlacarbiere: My voice is the deepest in the morning
5,hahaha dumb bitch
6,hahaha good luck with that one bitch
4,heard ya got a man hoe hope he understand tho
6,her ass mann bro i can sit on her shit l&#128514;&#128514;&#128514; she walk by like i wasnt gone grab it bitch bye &#9996;&#65039;
5,hoes need to stay in hoes place fr
6,i need one of these around the world twitter bitches cause these local facebook hoes aint cuttin it lol
8,"i seen a nigga dressed to impress, hop out da bus n a bitch wit a phatty, get off at his stop too. Say somethin...GOD THROWIN U DA LOB"
6,i was emo ok emosquad2k10 get on my level bitch
4,i was gone for 2 days don't her bitch ass miSS ME
6,i'd rather sit alone than fuck w/ iffy bitches.
6,"if a bitch don't like me, somethin' wrong wit da bitch"
6,"if dey go to linch together, she gon eat that pussy befo they come back...."
6,"if yo girl doesnt swallow kids, that bitch basic!"
6,im watching you're next and this bitch just tried running outside and got her neck sliced
6,ion care if I'm in the wrong bitch don't blow ur horn&#128226; at me
4,ion trust these bitches and ion trust these niggas!!!
6,is everyone gonna be a complete whiny little baby bitch about this shit now lmao http://t.co/WhAd6vfaGo
6,it is my God given right to have white bitches
4,it's amazing what hood bitches wear I they body and in they head
6,it's gotten to the point where I literally don't care and I'm gonna start punching bitches if they don't move in the hallway
6,"jooooooked out RT @topmodelciara: &#8220;@11wdNICK: 4 old hoes, a ponk, and a dyke outchea having ""girl talk""&#8221;LMAO"
6,label me a hoe
6,let the hoe ass falcons get steven wackson and our 1st rd pick
6,"like ""look at this annoying little 17/18 year old asking for a ride haha fuck her poser bitch ass"""
6,like a bitch pic is flirting nowadays
6,lmfao what? RT @cindielu: If your back is dry when you get out the shower you're a hoe!
4,"look at that bitch right there, right there #hannnnnn"
9,man kills mother of 2 after she reveals she's hiv positive after having sex...that bitch deserved it
4,neva been a bitch nigga you don't want them problems bro!!
6,"none here Chantel lol RT ""@TellyJellyBelly: There has got to be some hoes. Water's Edge is TOO big for there not to be ANY."""
6,nvm it's all good nothing is wrong with bitches ((:
4,okc nigguh
5,prolly sum hoe tryna get in the hurricane free RT @coldhearted9_: @Pr3ttyN33 who sent that nigga to Twitter tho
6,pull out my bank roll on y'all bitches like whoa
5,quote this with your best racist comment i need them for this white bitch comin at my black side llab
6,rams finna smack steven wackson bitch ass
5,really tired of having a constant bitch face
6,"running the game for 5 years guess that's why my feet hurt , wonder when they bite me do these bitches teeth hurt &#9995;&#128175;"
6,sell soul yea bitch shit serious &#128170;
6,showin more love to bitches fucked on the side
5,slay me lolz jk bitch I'll cut you #EMABiggestFans1D
6,sorry wrong bitch &#9996;&#65039;
4,spoiled fucking bitches who get whatever they want need to step off and re-evaluate their lives
6,the bitch mob is bad for your health
5,the jews gon be laughin at a nigga on Judgement Day when they see how ugly this bitch was
6,the only place I ever ask them to drive me is to the rave for shows and they fucking bitch about that
4,these bitches be wasting time on some ungrateful niggas
9,this bitch
5,this bitch is weird she knows too much
4,this guy @ToksVisions is in here singing negro spirituals n shit
6,this hair screams bitch
6,"this lady is probably like ""what the fuck does this bitch listen to"""
6,tricking off ya paper ain't wat u do... gotta learn the game... make dat hoe buy u!!!!
6,u a hoe
4,"u sent nudes when ina relationship or nah? ""@JazmineJanay_: Her pussy bleeding or nah? ""@GraePharoah: -_- http://t.co/W9ZPJfk93r"""
6,u should be here wit me bitch
6,u stupid bitch
4,"we live in a world where drake can steal your hoes and make fun of you, shit crazy"
5,we'ont get head from hoes wit overbites..
8,weeknd makes songs for the hoes
6,well ain't that a bitch
5,what's wrong with bitches fuck nigga
6,when im there with a ghetto ass accent being shy as hell like
6,when ya name gain weight ya ex hoes can't let go
6,whheeet bitch you LYING
5,"why tf is this bitch in my class wearing all brewers shit it's football season,,,,"
4,"why you think ol niggas wit no money dont even care about swag, rockin sandals wit velcor straps, they aint checkin for bitches"
5,y'all hoes avoid schemes
4,"ya bitch aint bad nigga, you aint got no taste"
6,yo bitch whippin in the early morning
5,you ain't a real nigga without goal a to chase and a yellow bone bitch w/ some toes to paint
6,youu got wild bitches tellin you lies
